domain,policy,stance,statement,prompt,label
Abortion,Restricting access to medication abortion and telehealth prescribing,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Abortion,Restricting access to medication abortion and telehealth prescribing,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Abortion,Restricting access to medication abortion and telehealth prescribing,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I support moving ahead with this policy. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: This policy has merit and I support it. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Abortion,Restricting access to medication abortion and telehealth prescribing,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Restricting access to medication abortion and telehealth prescribing
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
